day,hour,festival,rain,weather,vehicle_count,traffic_density
Tuesday,18,Christmas,1,Cloudy,1985,1.0
Sunday,20,Diwali,1,Rainy,898,0.749
Thursday,13,None,1,Rainy,752,0.476
Monday,13,Diwali,1,Cloudy,765,0.6825
Thursday,13,Christmas,0,Clear,1929,1.0
Thursday,9,Diwali,1,Cloudy,1483,1.0
Monday,19,None,0,Cloudy,842,0.421
Friday,10,Diwali,1,Cloudy,1682,1.0
Saturday,17,Diwali,1,Rainy,1072,0.836
Sunday,15,Ganesh Chaturthi,1,Rainy,682,0.641
Tuesday,17,None,0,Clear,580,0.29
Saturday,5,Christmas,0,Cloudy,884,0.642
Thursday,11,Eid,1,Rainy,1730,1.0
Monday,3,Christmas,0,Rainy,1081,0.7404999999999999
Tuesday,20,None,1,Rainy,269,0.23450000000000001
Thursday,11,Eid,0,Rainy,495,0.4475
Tuesday,11,Ganesh Chaturthi,0,Clear,730,0.565
Monday,0,None,0,Cloudy,241,0.1205
Monday,20,Ganesh Chaturthi,1,Cloudy,1212,0.906
Tuesday,6,Ganesh Chaturthi,1,Cloudy,763,0.6815
Saturday,0,Christmas,1,Cloudy,871,0.7354999999999999
Sunday,5,Eid,1,Cloudy,652,0.626
Monday,17,Diwali,1,Clear,1178,0.8889999999999999
Thursday,8,None,1,Clear,1038,0.619
Wednesday,11,None,0,Clear,125,0.0625
Saturday,11,Diwali,0,Rainy,1639,1.0
Wednesday,20,Ganesh Chaturthi,1,Cloudy,1229,0.9145
Wednesday,14,None,1,Rainy,1398,0.7989999999999999
Monday,7,None,1,Cloudy,631,0.4155
Saturday,12,Eid,0,Clear,1675,1.0
Saturday,19,Eid,1,Clear,1950,1.0
Saturday,6,None,1,Cloudy,709,0.4545
Monday,5,Diwali,1,Clear,292,0.44599999999999995
Sunday,21,None,1,Clear,1075,0.6375
Wednesday,22,Diwali,1,Rainy,527,0.5635
Thursday,3,Christmas,1,Rainy,1499,1.0
Thursday,10,None,0,Rainy,465,0.2325
Wednesday,14,Eid,1,Rainy,884,0.742
Thursday,16,Diwali,1,Rainy,1272,0.936
Wednesday,12,None,1,Rainy,578,0.389
Tuesday,10,Ganesh Chaturthi,1,Cloudy,364,0.482
Thursday,9,Christmas,0,Cloudy,607,0.5035000000000001
Tuesday,10,Ganesh Chaturthi,0,Clear,311,0.35550000000000004
Friday,3,Eid,1,Rainy,1125,0.8624999999999999
Friday,21,None,1,Clear,467,0.3335
Wednesday,20,Diwali,0,Rainy,681,0.5405
Thursday,13,Eid,0,Clear,1788,1.0
Thursday,20,Diwali,1,Clear,289,0.4445
Thursday,15,Ganesh Chaturthi,0,Clear,1474,0.937
Tuesday,1,Diwali,0,Rainy,1211,0.8055000000000001
Sunday,4,Christmas,1,Rainy,622,0.611
Wednesday,18,None,1,Rainy,150,0.175
Sunday,3,Diwali,1,Cloudy,1929,1.0
Saturday,6,Eid,0,Rainy,1604,1.0
Wednesday,4,Ganesh Chaturthi,1,Clear,458,0.529
Wednesday,7,None,1,Rainy,1251,0.7254999999999999
Sunday,9,Christmas,0,Cloudy,1977,1.0
Wednesday,18,Ganesh Chaturthi,0,Clear,1649,1.0
Sunday,21,Christmas,1,Rainy,1042,0.8210000000000001
Monday,23,Ganesh Chaturthi,0,Cloudy,1353,0.8765000000000001
Tuesday,3,Diwali,1,Rainy,661,0.6305
Tuesday,6,Eid,0,Rainy,1062,0.7310000000000001
Tuesday,11,Ganesh Chaturthi,0,Cloudy,385,0.3925
Thursday,11,Ganesh Chaturthi,1,Clear,176,0.388
Thursday,20,Ganesh Chaturthi,0,Clear,1017,0.7084999999999999
Saturday,16,Diwali,0,Rainy,1720,1.0
Friday,18,Eid,0,Rainy,552,0.47600000000000003
Thursday,10,Diwali,1,Clear,1559,1.0
Tuesday,5,Christmas,0,Clear,468,0.43400000000000005
Thursday,17,Diwali,0,Clear,780,0.5900000000000001
Tuesday,17,None,1,Clear,1720,0.96
Sunday,3,None,1,Clear,1994,1.0
Saturday,20,Diwali,0,Cloudy,1973,1.0
Friday,0,Diwali,0,Rainy,852,0.626
Monday,23,Ganesh Chaturthi,0,Rainy,565,0.4825
Friday,19,Eid,0,Cloudy,123,0.2615
Monday,1,Diwali,0,Cloudy,517,0.4585
Thursday,15,Diwali,0,Cloudy,1966,1.0
Sunday,19,None,0,Cloudy,1367,0.6835
Sunday,3,Christmas,0,Rainy,1081,0.7404999999999999
Monday,7,Eid,0,Cloudy,1005,0.7024999999999999
Wednesday,6,None,1,Rainy,1840,1.0
Tuesday,4,Diwali,1,Rainy,768,0.684
Sunday,10,None,1,Clear,1298,0.749
Tuesday,21,Eid,1,Rainy,1314,0.957
Tuesday,22,Christmas,1,Rainy,782,0.691
Monday,22,Eid,1,Clear,1317,0.9585
Tuesday,7,Christmas,1,Cloudy,595,0.5975
Thursday,17,Diwali,0,Rainy,1355,0.8775
Tuesday,5,None,0,Cloudy,1796,0.898
Tuesday,13,Ganesh Chaturthi,0,Rainy,119,0.2595
Sunday,8,None,1,Clear,840,0.52
Monday,14,None,0,Cloudy,943,0.4715
Monday,7,Diwali,1,Cloudy,1429,1.0
Wednesday,13,Eid,0,Clear,1779,1.0
Tuesday,13,Eid,0,Clear,114,0.257
Monday,7,Christmas,1,Rainy,1361,0.9805
Wednesday,13,Eid,0,Rainy,655,0.5275000000000001
Tuesday,18,Eid,0,Clear,1228,0.8140000000000001
Thursday,15,None,0,Rainy,1410,0.705
Tuesday,8,Diwali,1,Clear,1190,0.8949999999999999
Thursday,21,Diwali,0,Cloudy,1097,0.7484999999999999
Sunday,11,Eid,1,Clear,1037,0.8184999999999999
Tuesday,19,Christmas,1,Clear,814,0.707
Tuesday,14,Ganesh Chaturthi,0,Cloudy,699,0.5495
Sunday,7,Diwali,1,Rainy,674,0.637
Monday,6,Eid,1,Clear,1379,0.9894999999999999
Saturday,12,Christmas,0,Cloudy,755,0.5775
Wednesday,9,Ganesh Chaturthi,0,Rainy,548,0.47400000000000003
Saturday,11,Eid,1,Rainy,1847,1.0
Sunday,5,Diwali,0,Rainy,1188,0.794
Saturday,6,Eid,1,Rainy,1184,0.892
Monday,15,Eid,0,Rainy,1462,0.931
Saturday,2,Ganesh Chaturthi,1,Clear,1423,1.0
Thursday,2,None,0,Cloudy,211,0.1055
Friday,4,None,1,Cloudy,1613,0.9065
Wednesday,8,Christmas,1,Clear,371,0.48550000000000004
Saturday,16,None,1,Cloudy,688,0.44399999999999995
Monday,14,Eid,1,Cloudy,1150,0.8749999999999999
Sunday,7,Eid,1,Clear,375,0.48750000000000004
Saturday,15,Christmas,0,Cloudy,1744,1.0
Saturday,1,Eid,1,Cloudy,1838,1.0
Tuesday,8,Eid,1,Rainy,508,0.554
Sunday,21,Eid,0,Rainy,1489,0.9445000000000001
Thursday,18,None,0,Rainy,649,0.3245
Sunday,23,Diwali,1,Cloudy,1449,1.0
Wednesday,10,None,0,Cloudy,866,0.433
Friday,4,None,0,Clear,1246,0.623
Tuesday,19,Christmas,0,Clear,655,0.5275000000000001
Sunday,3,Diwali,1,Rainy,631,0.6155
Saturday,20,Ganesh Chaturthi,1,Rainy,1905,1.0
Saturday,11,Eid,1,Rainy,439,0.5195
Monday,21,Eid,1,Rainy,1694,1.0
Saturday,8,Ganesh Chaturthi,0,Rainy,896,0.648
Thursday,19,None,0,Cloudy,420,0.21
Sunday,0,Christmas,0,Clear,1876,1.0
Wednesday,17,Christmas,0,Rainy,1594,0.9970000000000001
Sunday,9,Ganesh Chaturthi,0,Cloudy,1280,0.8400000000000001
Tuesday,19,Diwali,1,Clear,296,0.44799999999999995
Wednesday,1,None,1,Clear,1242,0.721
Tuesday,11,Eid,0,Clear,1913,1.0
Wednesday,3,Eid,1,Cloudy,1202,0.9009999999999999
Wednesday,11,Christmas,1,Rainy,940,0.7699999999999999
Saturday,0,Diwali,1,Rainy,763,0.6815
Saturday,19,Christmas,0,Rainy,823,0.6114999999999999
Sunday,14,Diwali,0,Clear,1666,1.0
Thursday,13,Christmas,0,Rainy,1661,1.0
Wednesday,9,Ganesh Chaturthi,1,Rainy,701,0.6505
Monday,0,Diwali,1,Rainy,169,0.38450000000000006
Sunday,3,Eid,0,Cloudy,683,0.5415000000000001
Saturday,1,Christmas,0,Rainy,804,0.6020000000000001
Friday,5,Diwali,0,Cloudy,1654,1.0
Thursday,23,None,1,Clear,1041,0.6204999999999999
Friday,22,Diwali,1,Cloudy,1453,1.0
Monday,22,Ganesh Chaturthi,0,Cloudy,351,0.3755
Friday,19,Christmas,1,Cloudy,813,0.7065
Saturday,1,Christmas,0,Clear,1210,0.8049999999999999
Tuesday,6,Eid,0,Cloudy,152,0.276
Wednesday,3,Ganesh Chaturthi,0,Cloudy,1076,0.738
Monday,12,Christmas,0,Cloudy,726,0.563
Thursday,5,Eid,0,Cloudy,1046,0.7230000000000001
Tuesday,17,Eid,0,Clear,528,0.464
Thursday,17,Diwali,0,Rainy,1664,1.0
Tuesday,18,Diwali,1,Cloudy,1022,0.811
Saturday,12,Diwali,1,Cloudy,1737,1.0
Monday,17,Ganesh Chaturthi,0,Cloudy,1790,1.0
Monday,23,Christmas,0,Cloudy,1631,1.0
Thursday,18,None,0,Rainy,1398,0.699
Friday,16,Ganesh Chaturthi,1,Cloudy,212,0.406
Friday,6,Eid,1,Cloudy,1612,1.0
Thursday,10,Diwali,0,Clear,1123,0.7615000000000001
Tuesday,2,Ganesh Chaturthi,1,Rainy,537,0.5685
Sunday,5,None,0,Clear,136,0.068
Tuesday,0,None,0,Clear,735,0.3675
Thursday,1,Diwali,1,Rainy,1211,0.9055000000000001
Wednesday,5,Christmas,1,Clear,302,0.45099999999999996
Saturday,12,Diwali,1,Clear,1501,1.0
Saturday,0,Eid,0,Clear,643,0.5215000000000001
Monday,22,Diwali,0,Cloudy,1020,0.71
Tuesday,2,Diwali,1,Rainy,762,0.6809999999999999
Friday,14,None,0,Rainy,1837,0.9185
Tuesday,12,Diwali,1,Clear,434,0.517
Sunday,19,Christmas,1,Clear,344,0.472
Saturday,22,None,0,Rainy,1786,0.893
Tuesday,18,Eid,0,Rainy,985,0.6925
Wednesday,23,Christmas,0,Rainy,1847,1.0
Thursday,21,Eid,1,Rainy,119,0.35950000000000004
Sunday,13,None,1,Cloudy,1148,0.6739999999999999
Saturday,17,None,1,Clear,116,0.158
Friday,1,None,0,Rainy,1855,0.9275
Monday,15,None,1,Cloudy,1695,0.9475
Thursday,14,None,1,Rainy,1892,1.0
Thursday,22,Eid,1,Cloudy,279,0.4395
Sunday,20,Ganesh Chaturthi,1,Cloudy,1636,1.0
Wednesday,0,Ganesh Chaturthi,1,Cloudy,1831,1.0
Tuesday,19,None,1,Cloudy,1062,0.631
Thursday,11,Eid,0,Rainy,303,0.35150000000000003
Tuesday,1,Christmas,1,Rainy,1427,1.0
Tuesday,7,Diwali,0,Rainy,1643,1.0
Tuesday,5,Diwali,0,Cloudy,977,0.6885
Friday,21,None,0,Rainy,794,0.397
Saturday,5,Christmas,0,Cloudy,1430,0.915
Friday,16,Eid,1,Clear,855,0.7274999999999999
Saturday,2,None,1,Rainy,751,0.47550000000000003
Saturday,2,Diwali,0,Clear,707,0.5535
Thursday,19,Eid,1,Cloudy,1405,1.0
Monday,18,Eid,1,Cloudy,746,0.6729999999999999
Tuesday,19,Diwali,1,Rainy,646,0.623
Wednesday,0,Ganesh Chaturthi,1,Cloudy,665,0.6325
Friday,21,Eid,1,Cloudy,966,0.783
Saturday,7,Eid,0,Rainy,1524,0.962
Friday,5,Diwali,1,Rainy,184,0.392
Saturday,7,Christmas,1,Rainy,1695,1.0
Thursday,13,Diwali,0,Rainy,1180,0.79
Monday,4,Ganesh Chaturthi,1,Rainy,349,0.47450000000000003
Friday,19,Diwali,1,Cloudy,1823,1.0
Wednesday,9,Eid,0,Clear,1407,0.9035
Wednesday,9,None,1,Clear,705,0.4525
Thursday,4,Diwali,0,Clear,1860,1.0
Sunday,5,Christmas,1,Cloudy,1824,1.0
Thursday,14,Christmas,1,Clear,1179,0.8895000000000001
Tuesday,12,Christmas,1,Clear,106,0.353
Friday,12,Eid,1,Rainy,581,0.5905
Sunday,21,Christmas,0,Clear,600,0.5
Wednesday,19,Diwali,0,Clear,910,0.655
Monday,5,Ganesh Chaturthi,0,Clear,668,0.534
Sunday,2,Ganesh Chaturthi,1,Clear,863,0.7314999999999999
Monday,6,None,0,Clear,1534,0.767
Thursday,9,Diwali,1,Clear,1818,1.0
Monday,5,Eid,1,Cloudy,745,0.6725
Tuesday,19,None,0,Cloudy,1395,0.6975
Thursday,18,Ganesh Chaturthi,1,Cloudy,1362,0.981
Monday,11,Ganesh Chaturthi,1,Clear,1116,0.858
Wednesday,20,Ganesh Chaturthi,0,Clear,1762,1.0
Sunday,22,None,1,Clear,1901,1.0
Saturday,22,None,1,Rainy,1959,1.0
Saturday,0,Eid,0,Rainy,1387,0.8935
Monday,4,Christmas,1,Rainy,978,0.789
Wednesday,0,Christmas,1,Clear,1769,1.0
Wednesday,4,Christmas,0,Rainy,414,0.40700000000000003
Saturday,0,Christmas,0,Rainy,927,0.6635
Thursday,14,None,1,Cloudy,623,0.4115
Thursday,18,Diwali,0,Rainy,1839,1.0
Tuesday,19,None,1,Clear,1904,1.0
Saturday,21,None,1,Rainy,843,0.5215
Monday,2,Ganesh Chaturthi,1,Clear,484,0.542
Saturday,8,None,1,Rainy,810,0.505
Friday,11,Eid,1,Cloudy,1227,0.9135000000000001
Sunday,23,Christmas,0,Cloudy,1798,1.0
Monday,3,None,0,Rainy,167,0.0835
Wednesday,11,Ganesh Chaturthi,1,Cloudy,1363,0.9814999999999999
Wednesday,12,None,0,Rainy,419,0.2095
Monday,1,Ganesh Chaturthi,0,Cloudy,312,0.356
Tuesday,8,Ganesh Chaturthi,1,Clear,1753,1.0
Thursday,20,Eid,0,Clear,987,0.6935
Saturday,18,Eid,1,Clear,1976,1.0
Sunday,2,Christmas,1,Rainy,1994,1.0
Friday,3,None,0,Cloudy,301,0.1505
Saturday,20,Christmas,1,Clear,334,0.46699999999999997
Saturday,0,Christmas,0,Clear,420,0.41000000000000003
Friday,0,Christmas,0,Rainy,1928,1.0
Wednesday,22,Ganesh Chaturthi,1,Cloudy,365,0.48250000000000004
Saturday,20,Diwali,1,Clear,1209,0.9045
Saturday,3,Ganesh Chaturthi,1,Rainy,745,0.6725
Friday,6,Ganesh Chaturthi,1,Cloudy,1732,1.0
Monday,19,Ganesh Chaturthi,0,Cloudy,1412,0.9059999999999999
Friday,0,Diwali,0,Rainy,1805,1.0
Friday,6,None,1,Rainy,993,0.5965
Saturday,17,Ganesh Chaturthi,1,Rainy,431,0.5155
Monday,9,None,1,Rainy,796,0.498
Saturday,12,None,0,Cloudy,653,0.3265
Saturday,20,Eid,0,Clear,1887,1.0
Monday,9,Christmas,0,Clear,234,0.317
Friday,7,Ganesh Chaturthi,1,Clear,647,0.6235
Sunday,5,Ganesh Chaturthi,1,Rainy,1163,0.8815000000000001
Friday,14,Eid,0,Clear,355,0.3775
Saturday,20,Diwali,1,Clear,1766,1.0
Tuesday,12,Christmas,1,Cloudy,865,0.7325
Sunday,8,Eid,0,Rainy,386,0.393
Friday,8,Eid,1,Rainy,824,0.712
Tuesday,6,Diwali,1,Clear,818,0.709
Saturday,5,Ganesh Chaturthi,0,Cloudy,182,0.29100000000000004
Tuesday,12,Diwali,0,Rainy,1793,1.0
Saturday,8,Ganesh Chaturthi,1,Rainy,723,0.6615
Saturday,7,None,0,Rainy,1108,0.554
Friday,7,Diwali,1,Cloudy,729,0.6645
Monday,1,None,0,Cloudy,472,0.236
Monday,4,Christmas,1,Rainy,138,0.369
Tuesday,15,Ganesh Chaturthi,0,Rainy,549,0.47450000000000003
Monday,0,None,1,Cloudy,346,0.273
Saturday,6,Diwali,1,Clear,692,0.646
Monday,6,Eid,0,Rainy,1383,0.8915
Monday,15,Diwali,1,Cloudy,1740,1.0
Monday,12,Diwali,1,Clear,625,0.6124999999999999
Wednesday,22,Christmas,0,Clear,961,0.6805
Wednesday,20,Ganesh Chaturthi,1,Clear,889,0.7445
Wednesday,6,Ganesh Chaturthi,1,Cloudy,550,0.5750000000000001
Monday,21,Christmas,1,Cloudy,1395,0.9974999999999999
Wednesday,17,Diwali,0,Cloudy,1341,0.8705
Saturday,7,Christmas,0,Rainy,772,0.5860000000000001
Wednesday,9,Eid,1,Cloudy,684,0.642
Thursday,22,Eid,0,Cloudy,1662,1.0
Sunday,4,Eid,0,Cloudy,623,0.5115000000000001
Sunday,5,Ganesh Chaturthi,0,Clear,667,0.5335000000000001
Tuesday,3,Diwali,0,Cloudy,1796,1.0
Thursday,21,None,0,Cloudy,200,0.1
Sunday,13,Diwali,1,Rainy,1996,1.0
Monday,19,Eid,0,Clear,1825,1.0
Friday,11,Eid,0,Cloudy,155,0.2775
Friday,17,Christmas,1,Clear,183,0.39149999999999996
Thursday,8,None,0,Rainy,1237,0.6185
Sunday,11,Eid,0,Clear,1011,0.7055
Friday,17,Ganesh Chaturthi,0,Cloudy,1874,1.0
Friday,23,None,1,Clear,1779,0.9894999999999999
Wednesday,7,Christmas,1,Clear,1228,0.914
Wednesday,4,None,0,Clear,908,0.454
Saturday,16,Ganesh Chaturthi,0,Rainy,1779,1.0
Monday,9,Ganesh Chaturthi,0,Rainy,1574,0.9870000000000001
Tuesday,4,Ganesh Chaturthi,0,Clear,1196,0.798
Saturday,7,None,0,Cloudy,1932,0.966
Monday,2,Diwali,1,Rainy,1981,1.0
Thursday,14,Eid,0,Clear,699,0.5495
Wednesday,2,Diwali,1,Cloudy,307,0.4535
Tuesday,21,Diwali,0,Cloudy,218,0.309
Sunday,21,None,0,Rainy,1311,0.6555
Saturday,14,Christmas,1,Cloudy,1691,1.0
Wednesday,3,Christmas,1,Clear,112,0.356
Wednesday,13,Christmas,1,Clear,1074,0.8370000000000001
Monday,8,Eid,0,Clear,234,0.317
Wednesday,20,Eid,1,Clear,1812,1.0
Friday,11,None,0,Rainy,1157,0.5785
Wednesday,20,Ganesh Chaturthi,0,Cloudy,1208,0.804
Sunday,5,Diwali,0,Clear,584,0.492
Tuesday,23,Eid,0,Clear,801,0.6005
Monday,12,Ganesh Chaturthi,0,Cloudy,114,0.257
Monday,4,Eid,0,Cloudy,1374,0.887
Friday,18,Diwali,1,Clear,392,0.496
Wednesday,9,Eid,1,Rainy,1337,0.9685
Friday,9,Ganesh Chaturthi,1,Clear,1270,0.9349999999999999
Thursday,18,None,0,Clear,315,0.1575
Wednesday,22,Diwali,0,Rainy,558,0.47900000000000004
Saturday,23,Ganesh Chaturthi,0,Clear,1632,1.0
Thursday,16,Ganesh Chaturthi,0,Cloudy,175,0.2875
Monday,0,Diwali,1,Rainy,1602,1.0
Saturday,0,Diwali,1,Clear,401,0.5005000000000001
Thursday,14,Christmas,0,Clear,1884,1.0
Thursday,16,Eid,0,Clear,1138,0.7689999999999999
Wednesday,4,Christmas,0,Cloudy,1217,0.8085
Saturday,16,Ganesh Chaturthi,1,Clear,413,0.5065
Sunday,22,Christmas,0,Clear,1634,1.0
Wednesday,9,Eid,1,Cloudy,1901,1.0
Saturday,11,Christmas,1,Cloudy,627,0.6135
Wednesday,0,Diwali,0,Rainy,1782,1.0
Saturday,5,Eid,1,Cloudy,1777,1.0
Tuesday,5,Ganesh Chaturthi,0,Cloudy,970,0.685
Monday,20,Ganesh Chaturthi,1,Clear,689,0.6445
Wednesday,17,Diwali,1,Rainy,1458,1.0
Thursday,8,Diwali,1,Cloudy,1514,1.0
Monday,21,Ganesh Chaturthi,1,Clear,494,0.547
Thursday,4,Christmas,0,Clear,252,0.326
Sunday,17,Eid,0,Clear,378,0.389
Thursday,1,Christmas,0,Clear,124,0.262
Monday,23,Christmas,1,Rainy,1286,0.943
Monday,3,Ganesh Chaturthi,1,Rainy,1420,1.0
Tuesday,0,Diwali,0,Cloudy,1047,0.7235
Friday,13,Diwali,0,Cloudy,1096,0.748
Saturday,11,Ganesh Chaturthi,0,Clear,710,0.5549999999999999
Sunday,8,Diwali,0,Clear,1798,1.0
Thursday,15,Ganesh Chaturthi,1,Rainy,1060,0.83
Thursday,12,Ganesh Chaturthi,1,Cloudy,146,0.373
Thursday,13,Christmas,1,Cloudy,195,0.39749999999999996
Friday,1,None,0,Clear,771,0.3855
Monday,0,Diwali,0,Cloudy,1885,1.0
Sunday,1,Eid,1,Cloudy,322,0.46099999999999997
Tuesday,5,Diwali,1,Clear,1345,0.9725
Tuesday,19,Eid,1,Rainy,1399,0.9994999999999999
Tuesday,9,None,0,Clear,958,0.479
Tuesday,14,Eid,1,Rainy,744,0.672
Wednesday,9,Ganesh Chaturthi,0,Cloudy,1830,1.0
Monday,8,Eid,1,Cloudy,1228,0.914
Sunday,23,None,0,Cloudy,1544,0.772
Friday,12,None,0,Clear,243,0.1215
Friday,15,Diwali,0,Clear,1680,1.0
Sunday,11,Ganesh Chaturthi,0,Clear,1242,0.821
Wednesday,6,Diwali,1,Cloudy,1966,1.0
Monday,21,None,0,Cloudy,745,0.3725
Thursday,0,Diwali,1,Clear,1057,0.8284999999999999
Wednesday,15,Diwali,1,Cloudy,517,0.5585
Monday,13,Ganesh Chaturthi,0,Rainy,257,0.3285
Wednesday,13,Ganesh Chaturthi,0,Cloudy,874,0.637
Tuesday,1,Christmas,1,Cloudy,649,0.6244999999999999
Friday,20,None,0,Cloudy,463,0.2315
Wednesday,18,Ganesh Chaturthi,1,Rainy,642,0.621
Wednesday,22,Eid,0,Rainy,1895,1.0
Monday,17,Diwali,0,Rainy,1009,0.7044999999999999
Saturday,6,Diwali,1,Clear,189,0.39449999999999996
Friday,23,Ganesh Chaturthi,0,Clear,419,0.4095
Saturday,3,Ganesh Chaturthi,1,Rainy,1766,1.0
Monday,15,Christmas,0,Rainy,1259,0.8294999999999999
Saturday,3,Ganesh Chaturthi,1,Rainy,887,0.7434999999999999
Monday,22,Eid,1,Clear,1746,1.0
Saturday,3,Christmas,1,Clear,1404,1.0
Monday,15,Christmas,1,Cloudy,890,0.745
Wednesday,5,Eid,0,Cloudy,798,0.599
Wednesday,7,Eid,1,Clear,1978,1.0
Tuesday,1,Diwali,0,Rainy,1682,1.0
Tuesday,3,Ganesh Chaturthi,1,Clear,531,0.5655
Sunday,9,None,0,Cloudy,1859,0.9295
Friday,14,Christmas,0,Rainy,1971,1.0
Monday,12,Christmas,0,Rainy,312,0.356
Friday,9,Eid,1,Clear,937,0.7685000000000001
Thursday,16,Ganesh Chaturthi,0,Clear,654,0.527
Thursday,1,Diwali,1,Clear,846,0.723
Friday,9,Ganesh Chaturthi,1,Cloudy,112,0.356
Sunday,3,None,1,Rainy,1842,1.0
Friday,23,Diwali,0,Clear,1236,0.8180000000000001
Saturday,11,Ganesh Chaturthi,0,Cloudy,1874,1.0
Sunday,5,Diwali,1,Clear,917,0.7585000000000001
Friday,8,Ganesh Chaturthi,0,Cloudy,518,0.459
Sunday,3,Eid,0,Cloudy,850,0.625
Saturday,8,Ganesh Chaturthi,0,Rainy,1944,1.0
Thursday,21,None,1,Clear,1885,1.0
Friday,9,Diwali,1,Cloudy,1271,0.9354999999999999
Monday,1,None,1,Rainy,1291,0.7454999999999999
Saturday,3,Diwali,1,Cloudy,252,0.42600000000000005
Saturday,4,Ganesh Chaturthi,1,Cloudy,650,0.625
Friday,20,Christmas,1,Clear,449,0.5245
Tuesday,13,Diwali,0,Clear,1888,1.0
Friday,17,Eid,0,Clear,190,0.29500000000000004
Monday,18,Ganesh Chaturthi,1,Rainy,1204,0.902
Friday,3,Diwali,1,Cloudy,1995,1.0
Sunday,11,Ganesh Chaturthi,0,Clear,1825,1.0
Saturday,15,Eid,1,Rainy,1182,0.8909999999999999
Wednesday,0,Eid,1,Rainy,522,0.561
Saturday,7,Eid,1,Cloudy,648,0.624
Thursday,8,Diwali,1,Cloudy,1971,1.0
Thursday,7,Ganesh Chaturthi,0,Cloudy,326,0.363
Friday,19,Eid,1,Clear,895,0.7474999999999999
Saturday,13,None,1,Rainy,199,0.1995
Friday,20,None,0,Cloudy,992,0.496
Tuesday,17,None,0,Rainy,1004,0.502
Sunday,6,None,1,Cloudy,691,0.4455
Wednesday,18,Eid,1,Rainy,1578,1.0
Thursday,10,Diwali,0,Clear,1932,1.0
Sunday,11,Christmas,1,Clear,1326,0.963
Monday,16,Diwali,1,Rainy,875,0.7374999999999999
Wednesday,17,Christmas,0,Clear,218,0.309
Tuesday,4,Christmas,0,Cloudy,1972,1.0
Monday,21,None,0,Rainy,1021,0.5105
Saturday,8,Christmas,0,Clear,1343,0.8714999999999999
Sunday,7,Eid,0,Clear,935,0.6675
Friday,16,Diwali,1,Clear,1567,1.0
Sunday,13,Christmas,0,Clear,1606,1.0
Wednesday,14,Eid,1,Cloudy,628,0.614
Saturday,6,None,0,Cloudy,1231,0.6155
Friday,9,Ganesh Chaturthi,0,Rainy,129,0.2645
Wednesday,9,None,1,Rainy,408,0.304
Thursday,20,Diwali,1,Rainy,666,0.633
Wednesday,14,Christmas,1,Rainy,1284,0.9420000000000001
Tuesday,0,Ganesh Chaturthi,1,Clear,1146,0.8729999999999999
Tuesday,1,Christmas,1,Clear,465,0.5325
Sunday,8,Ganesh Chaturthi,0,Clear,1350,0.875
Thursday,5,Christmas,0,Rainy,194,0.29700000000000004
Monday,6,Christmas,0,Rainy,234,0.317
Sunday,18,Ganesh Chaturthi,0,Cloudy,1355,0.8775
Friday,0,Eid,1,Rainy,1819,1.0
Sunday,19,Eid,0,Cloudy,1305,0.8525
Thursday,1,Eid,0,Clear,1320,0.8600000000000001
Tuesday,1,Diwali,0,Rainy,1519,0.9595
Tuesday,19,Christmas,1,Clear,1913,1.0
Wednesday,10,Eid,1,Cloudy,1142,0.8709999999999999
Sunday,11,Diwali,0,Clear,1413,0.9065000000000001
Thursday,1,None,0,Cloudy,763,0.3815
Sunday,3,Eid,0,Rainy,262,0.331
Sunday,20,None,1,Cloudy,335,0.2675
Sunday,17,Ganesh Chaturthi,1,Cloudy,1843,1.0
Saturday,21,Christmas,0,Clear,1252,0.8260000000000001
Thursday,9,Eid,1,Cloudy,1088,0.844
Tuesday,0,Ganesh Chaturthi,1,Clear,1969,1.0
Sunday,16,None,0,Cloudy,1987,0.9935
Saturday,11,Eid,0,Cloudy,1510,0.9550000000000001
Wednesday,7,None,1,Rainy,1549,0.8744999999999999
Wednesday,6,Eid,1,Cloudy,1246,0.9229999999999999
Monday,4,Christmas,1,Clear,1891,1.0
Friday,17,None,0,Clear,826,0.413
Monday,7,Ganesh Chaturthi,0,Cloudy,1688,1.0
Thursday,23,Ganesh Chaturthi,1,Rainy,844,0.722
Friday,6,Eid,0,Rainy,965,0.6825
Thursday,8,Diwali,0,Rainy,1459,0.9295
Monday,22,None,0,Cloudy,1752,0.876
Friday,21,Eid,1,Clear,1001,0.8004999999999999
Sunday,17,Ganesh Chaturthi,0,Clear,1315,0.8574999999999999
Tuesday,6,Christmas,0,Rainy,1706,1.0
Saturday,6,Eid,0,Cloudy,1278,0.839
Wednesday,0,Eid,1,Rainy,1953,1.0
Saturday,2,Christmas,0,Rainy,819,0.6094999999999999
Wednesday,12,None,0,Cloudy,329,0.1645
Wednesday,15,Diwali,1,Clear,1238,0.9189999999999999
Wednesday,21,Eid,1,Clear,1204,0.902
Wednesday,1,Ganesh Chaturthi,1,Rainy,1500,1.0
Wednesday,2,Christmas,1,Cloudy,861,0.7305
Saturday,9,Diwali,0,Cloudy,468,0.43400000000000005
Friday,5,Christmas,1,Cloudy,1695,1.0
Tuesday,15,Diwali,0,Cloudy,128,0.264
Tuesday,10,Ganesh Chaturthi,1,Cloudy,1701,1.0
Sunday,2,Eid,1,Clear,213,0.4065
Tuesday,9,Diwali,1,Clear,1686,1.0
